locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMFBLBLO_00001	CDS	1227				IS256 family transposase ISPeth3
PMFBLBLO_00002	CDS	1974				hypothetical protein
PMFBLBLO_00003	CDS	165				hypothetical protein
PMFBLBLO_00004	CDS	384				hypothetical protein
PMFBLBLO_00005	CDS	2544	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PMFBLBLO_00006	CDS	576	xerD		COG4974	Tyrosine recombinase XerD
PMFBLBLO_00007	CDS	111				hypothetical protein
PMFBLBLO_00008	CDS	234				hypothetical protein
PMFBLBLO_00009	CDS	117				hypothetical protein
PMFBLBLO_00010	CDS	1395	csbC			putative metabolite transport protein CsbC
PMFBLBLO_00011	CDS	894	scrK	2.7.1.4	COG0524	Fructokinase
PMFBLBLO_00012	CDS	1593	sacC	3.2.1.80	COG1621	Levanase
PMFBLBLO_00013	CDS	1017	ccpA		COG1609	Catabolite control protein A
PMFBLBLO_00014	CDS	1734				hypothetical protein
PMFBLBLO_00015	CDS	3234				TonB-dependent receptor P26
PMFBLBLO_00016	CDS	192				hypothetical protein
PMFBLBLO_00017	CDS	204				hypothetical protein
PMFBLBLO_00018	CDS	279			COG1662	IS1 family transposase ISSru3
PMFBLBLO_00019	CDS	477			COG1662	IS1 family transposase ISSru3
PMFBLBLO_00020	CDS	201				hypothetical protein
PMFBLBLO_00021	CDS	423				hypothetical protein
PMFBLBLO_00022	CDS	246				hypothetical protein
PMFBLBLO_00023	CDS	342				hypothetical protein
PMFBLBLO_00024	CDS	1032				hypothetical protein
PMFBLBLO_00025	CDS	522				hypothetical protein
PMFBLBLO_00026	CDS	876	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
PMFBLBLO_00027	CDS	147				hypothetical protein
PMFBLBLO_00028	CDS	303				hypothetical protein
PMFBLBLO_00029	CDS	1020				hypothetical protein
PMFBLBLO_00030	CDS	1119				hypothetical protein
PMFBLBLO_00031	CDS	387				hypothetical protein
PMFBLBLO_00032	CDS	231				hypothetical protein
PMFBLBLO_00033	CDS	174				hypothetical protein
PMFBLBLO_00034	CDS	369				hypothetical protein
PMFBLBLO_00035	CDS	777				IS110 family transposase ISOt5
PMFBLBLO_00036	CDS	192				hypothetical protein
PMFBLBLO_00037	CDS	582				hypothetical protein
PMFBLBLO_00038	CDS	303				hypothetical protein
PMFBLBLO_00039	CDS	372				hypothetical protein
PMFBLBLO_00040	CDS	135				hypothetical protein
PMFBLBLO_00041	CDS	516				hypothetical protein
PMFBLBLO_00042	CDS	516				hypothetical protein
PMFBLBLO_00043	CDS	351				hypothetical protein
PMFBLBLO_00044	CDS	291				hypothetical protein
PMFBLBLO_00045	CDS	5784				hypothetical protein
PMFBLBLO_00046	CDS	567				hypothetical protein
PMFBLBLO_00047	CDS	555				hypothetical protein
PMFBLBLO_00048	CDS	390				hypothetical protein
PMFBLBLO_00049	CDS	396				hypothetical protein
PMFBLBLO_00050	CDS	279				hypothetical protein
PMFBLBLO_00051	CDS	846				hypothetical protein
PMFBLBLO_00052	CDS	5166				hypothetical protein
	repeat_region	2043				
PMFBLBLO_00053	CDS	405				hypothetical protein
PMFBLBLO_00054	CDS	900	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
PMFBLBLO_00055	CDS	816				hypothetical protein
PMFBLBLO_00056	CDS	741				hypothetical protein
PMFBLBLO_00057	CDS	1266	casC			CRISPR system Cascade subunit CasC
PMFBLBLO_00058	CDS	471				hypothetical protein
PMFBLBLO_00059	CDS	1521				hypothetical protein
PMFBLBLO_00060	CDS	414				hypothetical protein
PMFBLBLO_00061	CDS	300				hypothetical protein
PMFBLBLO_00062	CDS	2607	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
PMFBLBLO_00063	CDS	462	dinG	3.1.-.-		3'-5' exonuclease DinG
	repeat_region	2164				
	repeat_region	1737				
PMFBLBLO_00064	CDS	717	xerC			Tyrosine recombinase XerC
PMFBLBLO_00065	CDS	252				hypothetical protein
PMFBLBLO_00066	CDS	336				hypothetical protein
PMFBLBLO_00067	CDS	120				hypothetical protein
PMFBLBLO_00068	CDS	4506	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PMFBLBLO_00069	CDS	450	divK			Polar-differentiation response regulator DivK
PMFBLBLO_00070	CDS	447				hypothetical protein
PMFBLBLO_00071	CDS	474				hypothetical protein
PMFBLBLO_00072	CDS	168				hypothetical protein
PMFBLBLO_00073	CDS	462				hypothetical protein
PMFBLBLO_00074	CDS	1329	czcC_1			Cobalt-zinc-cadmium resistance protein CzcC
PMFBLBLO_00075	CDS	1443				hypothetical protein
PMFBLBLO_00076	CDS	3246	cusA		COG3696	Cation efflux system protein CusA
PMFBLBLO_00077	CDS	234				hypothetical protein
PMFBLBLO_00078	CDS	201				hypothetical protein
PMFBLBLO_00079	CDS	219				hypothetical protein
PMFBLBLO_00080	CDS	114				hypothetical protein
PMFBLBLO_00081	CDS	540				hypothetical protein
PMFBLBLO_00082	CDS	219				hypothetical protein
PMFBLBLO_00083	CDS	3123	czcA			Cobalt-zinc-cadmium resistance protein CzcA
PMFBLBLO_00084	CDS	1572	mdtA			Multidrug resistance protein MdtA
PMFBLBLO_00085	CDS	366				hypothetical protein
PMFBLBLO_00086	CDS	1335	czcC_2			Cobalt-zinc-cadmium resistance protein CzcC
PMFBLBLO_00087	CDS	189				hypothetical protein
PMFBLBLO_00088	CDS	774	czcR			Transcriptional activator protein CzcR
PMFBLBLO_00089	CDS	1401	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
PMFBLBLO_00090	CDS	426				hypothetical protein
PMFBLBLO_00091	CDS	468				hypothetical protein
PMFBLBLO_00092	CDS	807				hypothetical protein
PMFBLBLO_00093	CDS	900				hypothetical protein
PMFBLBLO_00094	CDS	108				hypothetical protein
PMFBLBLO_00095	CDS	1266				hypothetical protein
PMFBLBLO_00096	CDS	417				hypothetical protein
PMFBLBLO_00097	CDS	219				hypothetical protein
PMFBLBLO_00098	CDS	399				hypothetical protein
PMFBLBLO_00099	CDS	417				hypothetical protein
PMFBLBLO_00100	CDS	276				hypothetical protein
PMFBLBLO_00101	CDS	309				hypothetical protein
PMFBLBLO_00102	CDS	552				hypothetical protein
PMFBLBLO_00103	CDS	252				hypothetical protein
PMFBLBLO_00104	CDS	876				hypothetical protein
PMFBLBLO_00105	CDS	291				hypothetical protein
PMFBLBLO_00106	CDS	219				hypothetical protein
PMFBLBLO_00107	CDS	1062	recA		COG0468	Protein RecA
PMFBLBLO_00108	CDS	600				hypothetical protein
PMFBLBLO_00109	CDS	552				hypothetical protein
