locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBCMJOAG_00001	CDS	192				hypothetical protein
IBCMJOAG_00002	CDS	144				hypothetical protein
IBCMJOAG_00003	CDS	1236				hypothetical protein
IBCMJOAG_00004	CDS	357				hypothetical protein
IBCMJOAG_00005	CDS	552				hypothetical protein
IBCMJOAG_00006	CDS	375				hypothetical protein
IBCMJOAG_00007	CDS	390				hypothetical protein
IBCMJOAG_00008	CDS	375				hypothetical protein
IBCMJOAG_00009	CDS	402				hypothetical protein
IBCMJOAG_00010	CDS	174				hypothetical protein
IBCMJOAG_00011	CDS	264				hypothetical protein
IBCMJOAG_00012	CDS	420				hypothetical protein
IBCMJOAG_00013	CDS	291				hypothetical protein
IBCMJOAG_00014	CDS	195				hypothetical protein
IBCMJOAG_00015	CDS	405				hypothetical protein
IBCMJOAG_00016	CDS	1218				hypothetical protein
IBCMJOAG_00017	CDS	1341				hypothetical protein
IBCMJOAG_00018	CDS	366				hypothetical protein
IBCMJOAG_00019	CDS	825				hypothetical protein
IBCMJOAG_00020	CDS	228				hypothetical protein
IBCMJOAG_00021	CDS	849				hypothetical protein
IBCMJOAG_00022	CDS	255				hypothetical protein
IBCMJOAG_00023	CDS	966				hypothetical protein
IBCMJOAG_00024	CDS	3582	rcsC	2.7.13.3		Sensor histidine kinase RcsC
IBCMJOAG_00025	CDS	315				hypothetical protein
IBCMJOAG_00026	CDS	645				IS3 family transposase ISMxa1
IBCMJOAG_00027	CDS	165				hypothetical protein
IBCMJOAG_00028	CDS	972				hypothetical protein
IBCMJOAG_00029	CDS	282				hypothetical protein
IBCMJOAG_00030	CDS	888	parA			Chromosome partitioning protein ParA
IBCMJOAG_00031	CDS	120				hypothetical protein
IBCMJOAG_00032	CDS	129				hypothetical protein
IBCMJOAG_00033	CDS	321				hypothetical protein
IBCMJOAG_00034	CDS	165				hypothetical protein
IBCMJOAG_00035	CDS	354				hypothetical protein
IBCMJOAG_00036	CDS	507				hypothetical protein
IBCMJOAG_00037	CDS	345				hypothetical protein
IBCMJOAG_00038	CDS	135				hypothetical protein
IBCMJOAG_00039	CDS	1830				hypothetical protein
IBCMJOAG_00040	CDS	303				hypothetical protein
IBCMJOAG_00041	CDS	1299	umuC		COG0389	Protein UmuC
IBCMJOAG_00042	CDS	354				hypothetical protein
IBCMJOAG_00043	CDS	675				hypothetical protein
IBCMJOAG_00044	CDS	216				hypothetical protein
IBCMJOAG_00045	CDS	309				hypothetical protein
