locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFJFHAAL_00001	CDS	2325				hypothetical protein
OFJFHAAL_00002	CDS	219				hypothetical protein
OFJFHAAL_00003	CDS	183				hypothetical protein
OFJFHAAL_00004	CDS	318				hypothetical protein
OFJFHAAL_00005	CDS	480				hypothetical protein
OFJFHAAL_00006	CDS	246				hypothetical protein
OFJFHAAL_00007	CDS	816				hypothetical protein
OFJFHAAL_00008	CDS	603				hypothetical protein
OFJFHAAL_00009	CDS	639				hypothetical protein
OFJFHAAL_00010	CDS	417				hypothetical protein
OFJFHAAL_00011	CDS	180				hypothetical protein
OFJFHAAL_00012	CDS	1392				hypothetical protein
OFJFHAAL_00013	CDS	621				hypothetical protein
OFJFHAAL_00014	CDS	327				hypothetical protein
OFJFHAAL_00015	CDS	873				hypothetical protein
OFJFHAAL_00016	CDS	150				hypothetical protein
OFJFHAAL_00017	CDS	216				hypothetical protein
OFJFHAAL_00018	CDS	375				hypothetical protein
OFJFHAAL_00019	CDS	216				hypothetical protein
OFJFHAAL_00020	CDS	639				Iron-sulfur cluster carrier protein
OFJFHAAL_00021	CDS	207				hypothetical protein
OFJFHAAL_00022	CDS	291				hypothetical protein
OFJFHAAL_00023	CDS	228				hypothetical protein
OFJFHAAL_00024	CDS	297				hypothetical protein
OFJFHAAL_00025	CDS	1020	tolB			Tol-Pal system protein TolB
OFJFHAAL_00026	CDS	663				hypothetical protein
OFJFHAAL_00027	CDS	240				hypothetical protein
OFJFHAAL_00028	CDS	762				hypothetical protein
OFJFHAAL_00029	CDS	270				hypothetical protein
OFJFHAAL_00030	CDS	1128				hypothetical protein
OFJFHAAL_00031	CDS	855				hypothetical protein
OFJFHAAL_00032	CDS	1089	xerC			Tyrosine recombinase XerC
OFJFHAAL_00033	CDS	579				hypothetical protein
OFJFHAAL_00034	CDS	183				hypothetical protein
OFJFHAAL_00035	CDS	1242	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
OFJFHAAL_00036	CDS	1404				hypothetical protein
OFJFHAAL_00037	CDS	609				hypothetical protein
OFJFHAAL_00038	CDS	300				hypothetical protein
OFJFHAAL_00039	CDS	288				hypothetical protein
OFJFHAAL_00040	CDS	354				hypothetical protein
OFJFHAAL_00041	CDS	321				hypothetical protein
OFJFHAAL_00042	CDS	285				hypothetical protein
OFJFHAAL_00043	CDS	150				hypothetical protein
OFJFHAAL_00044	CDS	282				hypothetical protein
OFJFHAAL_00045	CDS	210				hypothetical protein
OFJFHAAL_00046	CDS	312				hypothetical protein
OFJFHAAL_00047	CDS	762				hypothetical protein
